valeur, temps
538, 13.000000
539, 12.000000
540, 12.000000
541, 13.000000
542, 13.000000
543, 12.000000
544, 12.000000
545, 14.000000
546, 13.000000
547, 12.000000
548, 12.000000
549, 15.000000
550, 13.000000
551, 13.000000
552, 14.000000
553, 12.000000
554, 13.000000
555, 15.000000
556, 14.000000
557, 13.000000
558, 14.000000
559, 14.000000
560, 14.000000
561, 14.000000
562, 13.000000
563, 15.000000
564, 15.000000
565, 15.000000
566, 14.000000
567, 68.000000
568, 31.000000
569, 14.000000
570, 14.000000
571, 13.000000
572, 16.000000
573, 14.000000
574, 15.000000
575, 14.000000
576, 14.000000
577, 13.000000
578, 16.000000
579, 14.000000
580, 14.000000
581, 13.000000
582, 14.000000
583, 14.000000
584, 14.000000
585, 14.000000
586, 14.000000
587, 15.000000
588, 13.000000
589, 15.000000
590, 15.000000
591, 13.000000
592, 17.000000
593, 13.000000
594, 15.000000
595, 15.000000
596, 14.000000
597, 14.000000
598, 14.000000
599, 14.000000
600, 14.000000
601, 14.000000
602, 14.000000
603, 13.000000
604, 14.000000
605, 17.000000
606, 14.000000
607, 13.000000
608, 34.000000
609, 29.000000
610, 15.000000
611, 14.000000
612, 16.000000
613, 15.000000
614, 15.000000
615, 17.000000
616, 29.000000
617, 15.000000
618, 17.000000
619, 15.000000
620, 14.000000
621, 16.000000
622, 22.000000
623, 51.000000
624, 35.000000
625, 28.000000
626, 26.000000
627, 28.000000
628, 26.000000
629, 29.000000
630, 55.000000
631, 27.000000
632, 18.000000
633, 29.000000
634, 25.000000
635, 20.000000
636, 42.000000
637, 16.000000
638, 19.000000
639, 19.000000
640, 18.000000
641, 38.000000
642, 21.000000
643, 19.000000
644, 26.000000
645, 17.000000
646, 16.000000
647, 18.000000
648, 19.000000
649, 47.000000
650, 19.000000
651, 22.000000
652, 20.000000
653, 19.000000
654, 22.000000
655, 36.000000
656, 42.000000
657, 19.000000
658, 19.000000
659, 17.000000
660, 36.000000
661, 19.000000
662, 19.000000
663, 17.000000
664, 37.000000
665, 18.000000
666, 20.000000
667, 62.000000
668, 39.000000
669, 23.000000
670, 22.000000
671, 29.000000
672, 17.000000
673, 16.000000
674, 29.000000
675, 19.000000
676, 16.000000
677, 16.000000
678, 17.000000
679, 19.000000
680, 22.000000
681, 16.000000
682, 20.000000
683, 16.000000
684, 15.000000
685, 17.000000
686, 15.000000
687, 16.000000
688, 17.000000
689, 15.000000
690, 16.000000
691, 16.000000
692, 18.000000
693, 15.000000
694, 17.000000
695, 27.000000
696, 35.000000
697, 30.000000
698, 25.000000
699, 30.000000
700, 27.000000
701, 29.000000
702, 27.000000
703, 51.000000
704, 64.000000
705, 24.000000
706, 20.000000
707, 21.000000
708, 21.000000
709, 22.000000
710, 19.000000
711, 24.000000
712, 21.000000
713, 21.000000
714, 21.000000
715, 28.000000
716, 23.000000
717, 20.000000
718, 100.000000
719, 23.000000
720, 21.000000
721, 22.000000
722, 24.000000
723, 21.000000
724, 21.000000
725, 16.000000
726, 21.000000
727, 16.000000
728, 18.000000
729, 19.000000
730, 21.000000
731, 25.000000
732, 22.000000
733, 20.000000
734, 22.000000
735, 22.000000
736, 23.000000
737, 32.000000
738, 22.000000
739, 23.000000
740, 72.000000
741, 22.000000
742, 24.000000
743, 24.000000
744, 26.000000
745, 26.000000
746, 25.000000
747, 23.000000
748, 37.000000
749, 24.000000
750, 25.000000
751, 63.000000
752, 40.000000
753, 23.000000
754, 22.000000
755, 22.000000
756, 54.000000
757, 23.000000
758, 22.000000
759, 29.000000
760, 24.000000
761, 25.000000
762, 24.000000
763, 23.000000
764, 22.000000
765, 22.000000
766, 19.000000
767, 18.000000
768, 16.000000
769, 19.000000
770, 18.000000
771, 17.000000
772, 18.000000
773, 18.000000
774, 17.000000
775, 18.000000
776, 17.000000
777, 36.000000
778, 18.000000
779, 21.000000
780, 19.000000
781, 18.000000
782, 22.000000
783, 18.000000
784, 41.000000
785, 19.000000
786, 18.000000
787, 20.000000
788, 18.000000
789, 20.000000
790, 19.000000
791, 18.000000
792, 18.000000
793, 18.000000
794, 18.000000
795, 18.000000
796, 18.000000
797, 32.000000
798, 17.000000
799, 17.000000
800, 19.000000
801, 18.000000
802, 17.000000
803, 17.000000
804, 59.000000
805, 20.000000
806, 19.000000
807, 17.000000
808, 36.000000
809, 21.000000
810, 29.000000
811, 20.000000
812, 18.000000
813, 25.000000
814, 28.000000
815, 25.000000
816, 29.000000
817, 27.000000
818, 27.000000
819, 29.000000
820, 34.000000
821, 62.000000
822, 26.000000
823, 29.000000
824, 28.000000
825, 47.000000
826, 33.000000
827, 27.000000
828, 29.000000
829, 84.000000
830, 51.000000
831, 44.000000
832, 28.000000
833, 24.000000
834, 27.000000
835, 26.000000
836, 28.000000
837, 27.000000
838, 28.000000
839, 56.000000
840, 27.000000
841, 31.000000
842, 25.000000
843, 47.000000
844, 43.000000
845, 25.000000
846, 20.000000
847, 17.000000
848, 18.000000
849, 19.000000
850, 19.000000
851, 18.000000
852, 18.000000
853, 18.000000
854, 19.000000
855, 39.000000
856, 20.000000
857, 36.000000
858, 40.000000
859, 36.000000
860, 18.000000
861, 20.000000
862, 18.000000
863, 18.000000
864, 20.000000
865, 18.000000
866, 19.000000
867, 19.000000
868, 56.000000
869, 32.000000
870, 20.000000
871, 19.000000
872, 19.000000
873, 18.000000
874, 18.000000
875, 20.000000
876, 45.000000
877, 21.000000
878, 18.000000
879, 33.000000
880, 19.000000
881, 20.000000
882, 19.000000
883, 19.000000
884, 18.000000
885, 20.000000
886, 34.000000
887, 31.000000
888, 19.000000
889, 19.000000
890, 20.000000
891, 33.000000
892, 19.000000
893, 19.000000
894, 19.000000
895, 21.000000
896, 20.000000
897, 19.000000
898, 34.000000
899, 19.000000
900, 20.000000
901, 19.000000
902, 19.000000
903, 46.000000
904, 22.000000
905, 20.000000
906, 19.000000
907, 34.000000
908, 32.000000
909, 21.000000
910, 32.000000
911, 19.000000
912, 20.000000
913, 22.000000
914, 45.000000
915, 20.000000
916, 32.000000
917, 33.000000
918, 34.000000
919, 20.000000
920, 19.000000
921, 21.000000
922, 21.000000
923, 34.000000
924, 21.000000
925, 19.000000
926, 20.000000
927, 21.000000
928, 20.000000
929, 20.000000
930, 21.000000
931, 20.000000
932, 20.000000
933, 20.000000
934, 21.000000
935, 20.000000
936, 21.000000
937, 20.000000
938, 21.000000
939, 21.000000
940, 20.000000
941, 21.000000
942, 20.000000
943, 84.000000
944, 21.000000
945, 24.000000
946, 22.000000
947, 37.000000
948, 20.000000
949, 20.000000
950, 20.000000
951, 20.000000
952, 21.000000
953, 20.000000
954, 21.000000
955, 20.000000
956, 22.000000
957, 20.000000
958, 20.000000
959, 20.000000
960, 20.000000
961, 20.000000
962, 20.000000
963, 20.000000
964, 21.000000
965, 20.000000
966, 20.000000
967, 20.000000
968, 40.000000
969, 19.000000
970, 21.000000
971, 20.000000
972, 23.000000
973, 20.000000
974, 21.000000
975, 20.000000
976, 21.000000
977, 20.000000
978, 36.000000
979, 20.000000
980, 21.000000
981, 21.000000
982, 20.000000
983, 20.000000
984, 22.000000
985, 20.000000
986, 21.000000
987, 20.000000
988, 21.000000
989, 22.000000
990, 21.000000
991, 20.000000
992, 21.000000
993, 20.000000
994, 21.000000
995, 21.000000
996, 21.000000
997, 21.000000
998, 37.000000
999, 22.000000
1000, 21.000000
1001, 23.000000
1002, 22.000000
1003, 23.000000
1004, 21.000000
1005, 23.000000
1006, 21.000000
1007, 22.000000
1008, 22.000000
1009, 24.000000
1010, 24.000000
1011, 22.000000
1012, 23.000000
1013, 32.000000
1014, 23.000000
1015, 23.000000
1016, 23.000000
1017, 24.000000
1018, 23.000000
1019, 22.000000
1020, 23.000000
1021, 26.000000
1022, 23.000000
1023, 26.000000
1024, 28.000000
1025, 26.000000
1026, 28.000000
1027, 24.000000
1028, 41.000000
1029, 28.000000
1030, 24.000000
1031, 23.000000
1032, 25.000000
1033, 24.000000
1034, 68.000000
1035, 27.000000
1036, 47.000000
1037, 36.000000
1038, 21.000000
1039, 23.000000
1040, 36.000000
1041, 56.000000
1042, 23.000000
1043, 41.000000
1044, 23.000000
1045, 35.000000
1046, 46.000000
1047, 22.000000
1048, 22.000000
1049, 21.000000
1050, 35.000000
1051, 21.000000
1052, 37.000000
1053, 21.000000
1054, 35.000000
1055, 22.000000
1056, 34.000000
1057, 23.000000
1058, 20.000000
1059, 22.000000
1060, 22.000000
1061, 23.000000
1062, 21.000000
1063, 23.000000
1064, 23.000000
1065, 21.000000
1066, 22.000000
1067, 40.000000
1068, 35.000000
1069, 21.000000
1070, 22.000000
1071, 22.000000
1072, 36.000000
1073, 23.000000
1074, 21.000000
1075, 25.000000
1076, 22.000000
1077, 31.000000
1078, 22.000000
1079, 35.000000
1080, 22.000000
1081, 22.000000
1082, 25.000000
1083, 21.000000
1084, 22.000000
1085, 21.000000
1086, 23.000000
1087, 21.000000
1088, 23.000000
1089, 22.000000
1090, 23.000000
1091, 22.000000
1092, 22.000000
1093, 38.000000
1094, 22.000000
1095, 22.000000
1096, 37.000000
1097, 37.000000
1098, 37.000000
1099, 23.000000
1100, 23.000000
1101, 22.000000
1102, 24.000000
1103, 22.000000
1104, 23.000000
1105, 22.000000
1106, 23.000000
1107, 23.000000
1108, 22.000000
1109, 24.000000
1110, 23.000000
1111, 21.000000
1112, 41.000000
1113, 38.000000
1114, 23.000000
1115, 22.000000
1116, 22.000000
1117, 38.000000
1118, 22.000000
1119, 37.000000
1120, 23.000000
1121, 24.000000
1122, 23.000000
1123, 35.000000
1124, 24.000000
1125, 48.000000
1126, 38.000000
1127, 24.000000
1128, 23.000000
1129, 23.000000
1130, 23.000000
1131, 24.000000
1132, 33.000000
1133, 57.000000
1134, 48.000000
1135, 47.000000
1136, 38.000000
1137, 22.000000
1138, 24.000000
1139, 24.000000
1140, 23.000000
1141, 23.000000
1142, 22.000000
1143, 51.000000
1144, 24.000000
1145, 24.000000
1146, 23.000000
1147, 25.000000
1148, 23.000000
1149, 24.000000
1150, 23.000000
1151, 24.000000
1152, 23.000000
1153, 38.000000
1154, 26.000000
1155, 23.000000
1156, 39.000000
1157, 23.000000
1158, 25.000000
1159, 24.000000
1160, 23.000000
1161, 25.000000
1162, 23.000000
1163, 38.000000
1164, 37.000000
1165, 24.000000
1166, 24.000000
1167, 23.000000
1168, 31.000000
1169, 51.000000
1170, 37.000000
1171, 24.000000
1172, 25.000000
1173, 36.000000
1174, 37.000000
1175, 25.000000
1176, 25.000000
1177, 37.000000
1178, 36.000000
1179, 50.000000
1180, 36.000000
1181, 25.000000
1182, 25.000000
1183, 39.000000
1184, 25.000000
1185, 24.000000
1186, 23.000000
1187, 26.000000
1188, 24.000000
1189, 52.000000
1190, 25.000000
1191, 24.000000
1192, 24.000000
1193, 41.000000
1194, 39.000000
1195, 50.000000
1196, 36.000000
1197, 38.000000
1198, 24.000000
1199, 24.000000
1200, 24.000000
1201, 24.000000
1202, 27.000000
1203, 24.000000
1204, 25.000000
1205, 25.000000
1206, 25.000000
1207, 24.000000
1208, 24.000000
1209, 53.000000
1210, 23.000000
1211, 26.000000
1212, 24.000000
1213, 25.000000
1214, 25.000000
1215, 27.000000
1216, 50.000000
1217, 44.000000
1218, 42.000000
1219, 134.000000
1220, 36.000000
1221, 31.000000
1222, 36.000000
1223, 27.000000
1224, 29.000000
1225, 29.000000
1226, 27.000000
1227, 26.000000
1228, 58.000000
1229, 39.000000
1230, 26.000000
1231, 26.000000
1232, 26.000000
1233, 25.000000
1234, 25.000000
1235, 26.000000
1236, 25.000000
1237, 25.000000
1238, 26.000000
1239, 28.000000
1240, 35.000000
1241, 37.000000
1242, 82.000000
1243, 34.000000
1244, 38.000000
1245, 35.000000
1246, 32.000000
1247, 37.000000
1248, 41.000000
1249, 36.000000
1250, 36.000000
1251, 36.000000
1252, 40.000000
1253, 34.000000
1254, 36.000000
1255, 107.000000
1256, 38.000000
1257, 39.000000
1258, 26.000000
1259, 26.000000
1260, 46.000000
1261, 46.000000
1262, 30.000000
1263, 25.000000
1264, 25.000000
1265, 41.000000
1266, 26.000000
1267, 26.000000
1268, 40.000000
1269, 40.000000
1270, 26.000000
1271, 40.000000
1272, 26.000000
1273, 26.000000
1274, 28.000000
1275, 25.000000
1276, 27.000000
1277, 26.000000
1278, 25.000000
1279, 27.000000
1280, 27.000000
1281, 25.000000
1282, 92.000000
1283, 29.000000
1284, 43.000000
1285, 40.000000
1286, 33.000000
1287, 29.000000
1288, 27.000000
1289, 27.000000
1290, 26.000000
1291, 27.000000
1292, 28.000000
1293, 25.000000
1294, 26.000000
1295, 26.000000
1296, 25.000000
1297, 26.000000
1298, 26.000000
1299, 28.000000
1300, 42.000000
1301, 27.000000
1302, 40.000000
1303, 27.000000
1304, 26.000000
1305, 55.000000
1306, 27.000000
1307, 27.000000
1308, 26.000000
1309, 28.000000
1310, 26.000000
1311, 27.000000
1312, 26.000000
1313, 27.000000
1314, 27.000000
1315, 28.000000
1316, 26.000000
1317, 28.000000
1318, 41.000000
1319, 26.000000
1320, 28.000000
1321, 27.000000
1322, 26.000000
1323, 29.000000
1324, 27.000000
1325, 27.000000
1326, 27.000000
1327, 27.000000
1328, 27.000000
1329, 29.000000
1330, 27.000000
1331, 27.000000
1332, 27.000000
1333, 27.000000
1334, 26.000000
1335, 28.000000
1336, 28.000000
1337, 27.000000
1338, 28.000000
1339, 28.000000
1340, 28.000000
1341, 28.000000
1342, 27.000000
1343, 27.000000
1344, 29.000000
1345, 28.000000
1346, 28.000000
1347, 28.000000
1348, 28.000000
1349, 28.000000
1350, 28.000000
1351, 26.000000
1352, 28.000000
1353, 30.000000
1354, 26.000000
1355, 28.000000
1356, 28.000000
1357, 28.000000
1358, 27.000000
1359, 29.000000
1360, 28.000000
1361, 27.000000
1362, 30.000000
1363, 28.000000
1364, 27.000000
1365, 29.000000
1366, 28.000000
1367, 27.000000
1368, 27.000000
1369, 28.000000
1370, 28.000000
1371, 52.000000
1372, 28.000000
1373, 28.000000
1374, 28.000000
1375, 27.000000
1376, 28.000000
1377, 29.000000
1378, 28.000000
1379, 41.000000
1380, 53.000000
1381, 31.000000
1382, 35.000000
1383, 50.000000
1384, 33.000000
1385, 33.000000
1386, 43.000000
1387, 31.000000
1388, 29.000000
1389, 58.000000
1390, 42.000000
1391, 29.000000
1392, 43.000000
1393, 43.000000
1394, 31.000000
1395, 29.000000
1396, 45.000000
1397, 28.000000
1398, 29.000000
1399, 44.000000
1400, 56.000000
1401, 28.000000
1402, 29.000000
1403, 44.000000
1404, 30.000000
1405, 45.000000
1406, 33.000000
1407, 44.000000
1408, 31.000000
1409, 46.000000
1410, 31.000000
1411, 32.000000
1412, 33.000000
1413, 78.000000
1414, 73.000000
1415, 31.000000
1416, 32.000000
1417, 34.000000
1418, 30.000000
1419, 43.000000
1420, 48.000000
1421, 39.000000
1422, 29.000000
1423, 46.000000
1424, 30.000000
1425, 55.000000
1426, 31.000000
1427, 28.000000
1428, 42.000000
1429, 32.000000
1430, 44.000000
1431, 55.000000
1432, 125.000000
1433, 150.000000
1434, 137.000000
1435, 31.000000
1436, 29.000000
1437, 30.000000
1438, 30.000000
1439, 30.000000
1440, 31.000000
1441, 29.000000
1442, 29.000000
1443, 29.000000
1444, 29.000000
1445, 30.000000
1446, 29.000000
1447, 29.000000
1448, 29.000000
1449, 29.000000
1450, 30.000000
1451, 49.000000
1452, 107.000000
1453, 164.000000
1454, 111.000000
1455, 30.000000
1456, 29.000000
1457, 31.000000
1458, 31.000000
1459, 30.000000
1460, 30.000000
1461, 29.000000
1462, 47.000000
1463, 31.000000
1464, 30.000000
1465, 30.000000
1466, 44.000000
1467, 44.000000
1468, 30.000000
1469, 42.000000
1470, 35.000000
1471, 42.000000
1472, 29.000000
1473, 31.000000
1474, 29.000000
1475, 31.000000
1476, 28.000000
1477, 30.000000
1478, 30.000000
1479, 32.000000
1480, 30.000000
1481, 28.000000
1482, 48.000000
1483, 30.000000
1484, 48.000000
1485, 29.000000
1486, 30.000000
1487, 46.000000
1488, 30.000000
1489, 33.000000
1490, 30.000000
1491, 30.000000
1492, 31.000000
1493, 59.000000
1494, 83.000000
1495, 33.000000
1496, 30.000000
1497, 44.000000
1498, 32.000000
1499, 29.000000
1500, 32.000000
1501, 31.000000
1502, 31.000000
1503, 31.000000
1504, 31.000000
1505, 31.000000
1506, 33.000000
1507, 31.000000
1508, 30.000000
1509, 30.000000
1510, 31.000000
1511, 32.000000
1512, 31.000000
1513, 31.000000
1514, 33.000000
1515, 32.000000
1516, 33.000000
1517, 31.000000
1518, 56.000000
1519, 31.000000
1520, 31.000000
1521, 33.000000
1522, 31.000000
1523, 31.000000
1524, 31.000000
1525, 31.000000
1526, 31.000000
1527, 32.000000
1528, 32.000000
1529, 33.000000
1530, 31.000000
1531, 33.000000
1532, 34.000000
1533, 32.000000
1534, 33.000000
1535, 58.000000
1536, 32.000000
1537, 33.000000
1538, 31.000000
1539, 32.000000
1540, 49.000000
1541, 46.000000
1542, 43.000000
1543, 42.000000
1544, 35.000000
1545, 35.000000
1546, 34.000000
1547, 33.000000
1548, 37.000000
1549, 35.000000
1550, 36.000000
1551, 33.000000
1552, 35.000000
1553, 43.000000
1554, 38.000000
1555, 43.000000
1556, 222.000000
1557, 63.000000
1558, 65.000000
1559, 39.000000
1560, 37.000000
1561, 33.000000
1562, 31.000000
1563, 34.000000
1564, 33.000000
1565, 34.000000
1566, 32.000000
1567, 32.000000
1568, 31.000000
1569, 32.000000
1570, 32.000000
1571, 32.000000
1572, 32.000000
1573, 32.000000
1574, 33.000000
1575, 53.000000
1576, 34.000000
1577, 33.000000
1578, 59.000000
1579, 36.000000
1580, 36.000000
1581, 32.000000
1582, 33.000000
1583, 32.000000
1584, 33.000000
1585, 32.000000
1586, 32.000000
1587, 33.000000
1588, 61.000000
1589, 35.000000
1590, 57.000000
1591, 34.000000
1592, 34.000000
1593, 47.000000
1594, 35.000000
1595, 33.000000
1596, 34.000000
1597, 31.000000
1598, 32.000000
1599, 33.000000
1600, 33.000000
1601, 33.000000
1602, 38.000000
1603, 32.000000
1604, 35.000000
1605, 33.000000
1606, 33.000000
1607, 32.000000
1608, 33.000000
1609, 34.000000
1610, 32.000000
1611, 33.000000
1612, 32.000000
1613, 33.000000
1614, 34.000000
1615, 31.000000
1616, 32.000000
1617, 34.000000
1618, 33.000000
1619, 34.000000
1620, 33.000000
1621, 33.000000
1622, 33.000000
1623, 34.000000
1624, 35.000000
1625, 34.000000
1626, 57.000000
1627, 33.000000
1628, 34.000000
1629, 33.000000
1630, 33.000000
1631, 32.000000
1632, 33.000000
1633, 33.000000
1634, 34.000000
1635, 32.000000
1636, 33.000000
1637, 52.000000
1638, 75.000000
1639, 156.000000
1640, 36.000000
1641, 53.000000
1642, 48.000000
1643, 36.000000
1644, 38.000000
1645, 34.000000
1646, 34.000000
1647, 34.000000
1648, 34.000000
1649, 34.000000
1650, 33.000000
1651, 34.000000
1652, 34.000000
1653, 34.000000
1654, 33.000000
1655, 33.000000
1656, 34.000000
1657, 62.000000
1658, 36.000000
1659, 35.000000
1660, 35.000000
1661, 35.000000
1662, 34.000000
